1,2,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,2
1,2,2,4,4,5,7,6,8,14,12,14,16,17,20,1
1,2,2,2,4,3,6,6,8,14,12,14,16,17,20,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,2
1,2,2,2,4,3,6,6,8,14,12,14,16,17,20,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,1
1,2,2,2,2,3,6,4,6,12,10,12,14,15,18,1
1,2,2,2,2,7,6,4,6,12,10,12,14,15,18,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,2,2,2,2,3,6,4,6,12,10,12,14,15,18,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,2
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,2
1,2,2,2,2,3,6,4,6,12,10,12,14,15,18,2
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,1
1,2,2,2,4,3,6,6,8,14,12,14,16,17,20,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,1,1,5,5,6,8,7,9,15,13,15,17,18,21,1
1,2,2,2,4,3,6,6,8,14,12,14,16,17,20,1
1,1,4,3,3,4,1,5,7,13,11,13,15,16,19,2
1,2,2,2,4,3,6,6,8,14,12,14,16,17,20,1
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,20,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,20,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,21,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,21,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,21,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
2,4,6,6,6,8,9,8,10,16,14,16,18,19,22,2
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,12,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
3,5,7,7,7,9,11,9,11,17,15,18,19,22,23,1
3,5,7,7,7,9,10,9,11,17,15,17,19,22,23,1
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,12,8,13,16,16,16,21,24,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,16,14,16,21,24,25,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,20,17,21,21,24,25,2
2,4,6,6,8,10,12,10,13,18,16,19,21,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,16,14,16,18,24,22,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,16,14,16,21,24,25,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,18,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,21,21,24,25,2
2,4,6,6,6,10,12,10,13,20,16,21,21,24,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,6,8,9,8,10,19,17,20,22,25,26,2
2,4,6,6,8,10,12,10,13,18,16,19,20,23,24,2
3,5,7,7,7,11,13,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,11,12,12,21,9,23,24,26,27,1
3,5,7,7,7,11,13,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,11,14,12,12,21,9,23,24,14,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,11,13,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,13,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,11,12,12,21,9,23,24,14,27,1
3,5,7,7,7,11,11,12,12,21,19,22,24,26,27,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,10,11,15,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,11,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,12,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,9,11,13,14,17,20,18,25,27,16,1
3,5,7,7,7,11,13,11,12,21,18,22,23,26,27,1
3,5,7,7,7,11,14,12,12,21,9,23,24,14,27,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
3,5,7,7,7,11,10,11,12,21,18,22,23,26,27,1
3,5,7,7,7,9,10,9,15,21,18,22,23,26,27,1
3,5,7,7,7,9,11,3,14,22,9,23,24,14,16,1
