1,1,1,1,1,2,6,7,7,7,7,20,2,2,21,2,2,14,23,14,16,14,17,16,16,17,16,27,2,2,33,32,2,35,37,37,35,39,37,43,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2,6,5,7,7,6,6,6,13,13,7,10,6,15,15,13,13,13,15,13,16,15,31,16,20,15,23,17,24,15,26,17,25,33,17,28,27,44,2
3,3,3,4,4,5,5,4,5,5,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
3,3,3,4,4,5,5,4,5,4,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
2,2,4,7,6,8,8,8,8,8,8,8,8,9,8,9,9,7,7,7,7,7,9,8,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,2
2,4,5,8,9,11,7,11,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,21,2
2,4,5,8,9,11,7,11,13,15,14,14,13,17,20,16,16,15,24,15,17,15,18,17,17,18,17,17,32,18,34,17,20,36,20,20,19,22,21,45,2
2,2,2,3,3,3,3,3,3,3,3,3,3,22,3,12,25,3,3,8,10,27,23,9,32,23,29,22,27,16,27,24,28,28,28,27,27,34,33,36,2
2,2,2,6,5,7,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,6,5,7,9,9,9,11,10,10,9,11,22,10,11,9,9,26,26,28,29,30,33,32,30,28,25,25,35,33,36,37,38,26,26,40,28,46,2
3,3,3,4,4,5,5,4,5,5,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
2,4,5,8,9,11,7,6,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,21,2
1,3,8,11,3,12,14,12,10,12,11,11,10,12,10,11,12,10,25,9,27,9,30,31,34,33,31,29,33,31,36,34,37,38,39,38,36,41,38,47,1
1,1,1,1,1,6,6,7,7,7,7,7,6,6,5,6,6,5,5,5,5,5,8,6,6,6,6,6,6,6,6,6,6,6,8,8,6,8,8,8,1
2,4,5,10,9,11,13,11,13,15,18,19,20,24,20,23,24,21,22,25,25,26,28,29,30,31,28,26,30,30,32,31,35,34,36,35,34,38,36,41,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
4,5,5,10,11,11,13,13,14,16,20,19,20,25,23,24,26,22,26,27,28,29,31,32,35,34,32,30,34,32,37,35,38,39,40,39,37,42,39,48,1
2,2,2,6,5,7,9,9,9,11,10,10,9,10,9,10,10,9,9,8,10,8,12,9,10,12,10,9,10,16,11,9,17,9,10,10,16,16,18,14,2
1,1,1,4,7,6,4,2,4,10,2,9,4,4,2,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,12,4,4,1
2,2,2,6,5,9,7,6,15,6,13,13,21,20,14,15,19,23,27,10,12,30,13,12,12,13,12,12,24,24,38,36,39,26,41,40,25,29,40,49,2
2,4,5,8,9,11,7,11,15,6,14,14,13,20,16,16,27,15,15,15,12,31,13,17,12,13,12,12,24,24,39,37,39,26,42,41,25,29,40,45,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
2,4,5,8,9,11,7,11,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,21,2
1,1,1,2,2,2,2,2,2,2,2,2,12,16,13,14,14,18,12,11,13,32,14,13,13,14,33,13,15,14,14,13,15,14,15,15,14,18,16,30,1
2,4,2,6,5,9,7,6,15,6,21,13,21,20,14,25,19,23,27,10,12,10,13,12,12,13,12,12,24,24,38,36,39,26,41,40,25,29,40,49,2
3,3,3,4,4,5,5,4,10,12,11,11,10,12,10,11,12,10,10,9,11,9,11,10,22,11,11,11,12,22,23,21,24,24,24,24,38,26,26,27,1
3,3,3,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,43,42,5,5,41,50,2
1,1,1,2,2,2,2,2,2,2,2,2,15,18,17,18,18,16,16,16,18,18,20,20,20,20,19,19,21,20,40,19,22,21,44,22,21,24,42,23,1
2,2,4,7,6,8,8,8,8,8,8,8,8,9,8,9,9,7,7,7,7,7,9,8,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,2
2,4,5,8,9,11,7,11,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,21,2
2,2,4,7,6,8,8,8,8,8,8,8,8,9,8,9,9,7,7,7,7,7,9,8,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,2
2,4,4,8,5,9,10,10,11,13,12,12,11,14,12,13,13,11,11,10,12,12,13,12,12,13,12,12,14,13,13,12,14,13,14,14,13,17,15,15,2
2,4,5,8,9,9,7,11,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,19,2
3,3,3,4,4,5,5,4,5,4,4,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
2,2,2,6,5,7,9,9,9,11,10,10,9,11,22,10,11,9,9,26,29,28,29,30,33,32,30,28,11,11,41,38,11,10,11,12,11,27,12,51,2
1,1,1,1,1,6,6,7,7,7,7,7,19,8,7,8,8,8,8,24,9,25,27,28,29,30,27,25,29,29,31,30,34,33,35,43,33,43,43,40,1
3,3,3,4,4,5,5,12,10,12,11,11,10,12,10,11,12,10,10,9,11,9,11,10,21,11,11,11,22,22,23,21,24,24,24,24,38,26,26,27,1
1,1,1,1,1,6,6,7,7,7,7,7,22,8,7,8,28,18,28,28,30,33,32,33,36,35,34,31,35,33,42,39,40,40,45,44,39,44,44,52,1
3,3,3,4,4,5,5,4,5,4,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
1,1,1,1,1,6,6,7,7,7,7,7,6,6,5,6,6,5,5,5,5,5,8,6,6,6,6,6,6,6,6,6,6,6,8,8,6,8,8,8,1
2,2,2,6,5,7,9,9,9,11,6,10,9,10,9,7,10,6,9,8,8,8,12,9,10,12,10,9,10,10,10,9,13,9,10,10,10,10,10,10,2
1,1,1,12,7,6,4,14,16,10,9,9,4,4,2,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,12,4,4,1
2,2,2,6,5,7,7,6,6,6,6,10,9,10,14,15,15,13,13,13,15,13,16,15,31,16,20,32,23,23,24,15,26,25,18,25,24,28,27,29,2
2,4,5,10,9,11,13,11,13,15,18,19,20,24,20,23,24,21,22,25,25,26,28,29,30,31,28,26,30,30,32,31,35,34,36,35,34,38,36,41,2
2,2,2,6,5,7,9,9,9,11,10,10,9,11,22,10,11,9,9,26,26,28,29,30,33,32,30,28,25,25,35,33,36,37,38,26,26,40,28,46,2
1,1,1,1,1,6,6,7,7,7,7,7,19,8,7,8,8,8,8,24,9,25,27,28,29,30,27,25,29,29,31,30,34,33,35,11,33,11,43,40,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
3,3,3,4,4,5,5,4,5,17,17,15,14,5,18,22,23,17,29,23,19,24,33,27,27,29,25,33,36,34,43,28,32,22,21,34,20,23,35,38,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
1,3,3,4,4,5,4,4,5,4,4,4,23,5,4,26,5,4,29,4,4,24,26,27,27,28,25,33,36,34,5,5,32,41,5,5,32,45,5,53,1
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,8,10,8,10,9,10,10,35,10,17,16,11,10,17,16,17,17,16,13,32,35,2
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,26,31,16,34,9,10,36,30,10,17,16,11,40,17,16,17,17,16,16,18,18,2
1,1,1,1,1,6,6,7,7,7,7,7,19,8,7,8,8,8,8,24,9,25,27,28,29,30,27,25,29,29,31,30,34,42,35,11,33,11,11,40,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,3,3,3,3,3,19,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,6,6,7,7,7,7,7,19,8,15,8,2,14,23,29,30,14,17,16,16,17,16,16,37,35,44,16,19,43,46,37,40,21,45,43,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
3,3,3,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
2,2,2,6,5,7,9,9,9,11,6,10,9,11,9,10,11,9,9,8,8,8,35,34,10,37,35,34,11,11,41,7,25,10,11,12,11,27,12,28,2
2,2,2,6,12,7,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,2,2,6,5,7,9,9,9,11,6,10,9,10,9,7,10,6,9,6,8,8,12,9,10,12,10,9,10,10,10,9,13,9,10,10,10,10,10,14,2
2,2,4,7,6,8,8,8,8,8,8,8,8,9,8,9,9,7,7,7,7,7,9,8,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,2
2,4,5,8,9,11,7,11,6,6,14,14,13,17,16,16,16,15,15,15,17,15,18,17,17,18,17,17,19,18,17,17,20,19,20,20,19,22,21,21,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,3,3,3,3,3,19,3,3,3,3,3,3,3,3,3,2
3,3,3,4,4,5,5,5,4,5,15,15,14,5,18,17,17,17,17,17,19,34,6,35,18,19,36,35,20,19,45,41,41,44,6,6,20,6,24,25,1
2,4,2,6,5,7,7,6,6,6,13,13,7,7,6,7,7,13,13,13,15,13,16,15,31,16,20,32,23,17,24,15,26,17,25,33,24,28,27,29,2
1,1,1,1,1,6,6,7,7,7,7,7,6,6,5,6,6,5,5,5,5,5,8,6,6,6,6,6,6,6,6,6,6,6,8,8,6,8,8,8,1
3,3,3,4,4,5,5,4,5,4,4,4,14,5,4,17,5,4,4,4,4,17,5,18,5,5,5,5,5,36,5,5,5,20,5,5,5,5,5,5,1
3,3,3,4,3,5,5,12,10,12,11,11,10,12,10,11,12,10,10,9,11,9,11,21,21,21,11,20,22,21,22,20,23,45,47,45,12,46,13,13,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,3,38,3,36,3,3,46,3,3,46,3,3,3,47,46,54,2
1,1,1,1,1,6,6,7,7,7,7,7,19,8,7,8,8,8,8,24,9,25,27,28,29,30,27,25,29,29,31,30,34,33,35,43,33,43,43,40,1
2,4,2,8,5,9,7,6,6,6,13,13,13,15,14,15,15,13,13,13,15,13,16,15,15,16,20,15,18,23,16,15,26,25,25,25,41,20,47,55,2
2,2,2,6,5,7,7,6,6,6,6,6,7,10,6,7,15,13,13,13,15,13,16,15,31,16,20,32,23,23,24,15,26,25,25,25,24,28,27,29,2
4,5,5,10,11,11,13,13,14,16,20,19,20,25,23,24,26,22,26,27,28,29,31,32,35,34,32,30,34,32,37,35,38,39,40,39,37,42,39,48,1
1,3,7,2,2,2,2,2,2,2,2,2,15,18,17,18,18,16,16,16,18,18,20,20,20,20,19,19,21,20,20,19,22,21,22,22,21,24,23,23,1
1,1,1,1,1,2,6,7,7,7,7,20,2,8,21,2,2,24,30,14,16,35,17,36,37,39,37,27,29,29,33,32,42,35,2,37,35,48,45,43,1
2,4,5,10,9,11,13,11,13,15,18,14,13,24,20,23,24,21,15,25,25,26,28,17,30,31,28,26,38,37,47,31,35,47,36,20,34,38,36,56,2
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,8,10,8,12,9,10,10,10,10,17,16,11,9,17,16,17,17,16,16,18,18,2
2,2,2,6,5,7,9,9,9,11,21,10,9,26,14,15,29,25,6,30,32,36,35,34,23,37,35,34,11,11,41,7,25,10,11,12,11,27,12,28,2
1,1,1,2,2,2,2,2,2,2,2,2,15,18,17,18,18,16,16,16,18,18,20,20,20,20,19,19,21,20,20,19,22,21,22,29,29,33,31,23,1
3,3,3,4,3,3,3,4,5,4,4,4,5,13,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,43,42,5,5,41,50,2
3,3,3,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,8,10,8,10,9,10,10,10,10,17,16,11,9,17,16,17,17,16,16,18,18,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,3,36,3,3,19,3,3,46,3,3,3,47,46,57,2
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,8,10,8,10,9,10,10,10,10,17,16,11,10,17,16,17,17,16,16,18,14,2
2,4,2,6,5,7,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,4,2,6,5,9,7,6,6,6,13,13,7,15,14,15,15,13,13,13,15,13,16,15,15,16,15,15,18,17,16,15,18,17,18,18,17,20,19,19,2
2,4,2,6,5,9,7,6,6,6,13,13,7,15,14,15,15,13,13,13,15,13,16,15,15,16,15,15,18,17,16,15,18,17,25,33,17,20,19,19,2
1,1,1,1,1,6,6,7,17,5,5,5,6,6,5,6,6,5,5,5,5,5,8,6,6,6,6,6,6,6,6,6,6,6,8,8,6,8,6,6,1
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,3,36,3,3,19,3,3,46,3,3,3,47,46,54,2
2,2,2,9,13,13,9,9,9,18,22,21,5,27,24,27,30,26,31,31,33,4,36,5,5,40,5,5,39,38,48,42,43,48,43,42,42,49,48,58,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,40,39,27,24,28,28,28,27,27,31,29,33,2
2,2,2,6,5,7,9,9,9,11,10,10,9,11,9,10,11,9,9,8,10,8,10,9,10,10,10,10,17,16,11,10,17,16,17,17,16,16,18,18,2
2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,22,3,3,27,24,28,28,28,27,27,31,29,33,2
2,4,5,8,9,9,7,15,15,6,14,22,21,20,25,7,19,23,27,6,12,31,13,12,12,13,12,12,24,24,39,36,39,26,41,40,25,29,40,49,2
1,1,1,1,1,6,6,7,7,7,7,5,6,6,5,6,6,5,5,5,5,5,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,50,6,6,1
2,2,2,6,5,7,9,9,9,11,6,10,9,10,9,15,15,6,13,30,8,8,12,37,23,12,10,37,41,40,24,9,44,49,48,46,41,51,47,59,2
2,2,2,6,5,7,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,25,7,7,7,7,7,7,28,2
2,4,4,8,5,9,10,10,11,13,12,12,11,14,12,13,13,11,11,10,12,12,13,12,12,13,12,12,14,13,13,12,14,13,14,14,13,17,15,15,2
3,3,3,4,4,5,5,4,5,4,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
2,2,2,6,5,7,7,6,6,6,13,13,9,15,14,15,15,13,13,13,15,13,16,15,15,16,15,15,18,17,16,15,18,17,25,33,17,20,19,19,2
3,3,3,4,4,5,5,4,5,5,15,15,14,5,18,17,17,17,17,17,19,17,19,18,18,19,18,18,20,19,21,18,21,22,21,21,20,23,24,24,1
1,1,1,1,1,6,6,7,7,7,7,7,24,8,15,8,28,27,32,32,34,33,27,38,36,41,38,38,35,33,42,39,45,40,49,47,39,44,49,52,1
2,4,2,6,5,7,7,6,6,6,14,6,7,7,6,7,31,13,13,13,15,13,16,15,31,16,20,32,23,23,24,15,26,25,50,25,24,28,27,29,2
1,1,1,2,2,2,2,2,2,2,2,2,25,18,15,2,2,14,33,11,13,20,14,39,38,14,13,13,2,2,14,43,46,50,51,48,43,52,50,60,1
