2,2,2,2,2,6,6,6,6,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,8,7,8,8,7,8,8,7,7,7,8,7,8,8,18,8,8,19,8,7,7,8,1,1
2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,18,4,4,4,20,19,20,20,19,19,21,0,1
3,3,3,3,3,3,8,3,9,10,3,10,12,11,12,12,12,13,14,13,13,14,13,15,14,17,18,13,14,15,16,16,16,16,16,15,19,18,19,17,16,21,21,16,16,22,2,2
2,2,2,2,2,6,6,7,7,7,8,7,8,8,8,8,7,8,8,8,8,12,8,8,13,12,9,9,13,13,9,14,14,13,19,13,13,13,14,14,14,22,14,14,14,23,1,1
1,4,1,4,5,1,1,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,6,6,7,6,7,7,7,7,7,7,7,6,6,7,3,1
2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,2,2,2,2,2,2,17,2,2,17,18,2,2,17,2,2,2,2,2,20,19,2,19,2,21,20,2,2,2,2,2,6,1
2,2,2,2,2,2,6,6,6,6,7,6,7,14,15,7,6,7,7,16,7,17,7,2,8,18,8,8,7,8,8,7,7,19,8,7,8,8,18,8,8,23,8,7,7,24,6,1
2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,15,14,2,4,2,16,18,2,16,17,9,19,16,18,18,19,19,19,20,21,20,11,20,20,21,20,24,22,20,20,25,5,1
2,2,2,2,2,4,5,4,10,5,11,11,4,12,13,13,13,14,15,17,17,15,14,17,15,15,16,17,19,19,17,17,17,21,22,21,20,21,21,22,21,25,23,21,21,26,3,1
1,4,1,4,5,5,1,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,11,7,6,7,7,6,7,7,6,6,6,7,6,7,7,12,7,7,7,7,6,6,7,3,1
2,2,2,2,2,4,5,6,10,6,11,11,4,12,13,13,13,4,17,17,17,15,14,18,15,15,16,17,19,20,20,17,17,21,22,22,20,21,21,4,21,25,23,21,21,26,3,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,12,12,11,12,12,11,11,11,12,11,12,12,13,12,12,12,12,11,11,20,4,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,11,13,12,12,11,12,12,13,13,13,12,13,11,11,14,6,1
2,2,2,2,2,2,5,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2,2,2,4,5,4,5,4,10,5,11,11,6,12,13,13,13,14,15,17,17,15,14,17,15,15,16,17,19,19,17,17,17,21,22,16,17,21,21,22,21,25,23,21,21,26,3,1
1,4,4,5,6,7,7,8,8,8,9,12,13,9,16,16,11,15,16,15,15,16,15,10,18,16,17,15,20,17,18,20,20,18,18,17,18,17,17,23,22,18,19,22,22,27,6,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,13,16,11,19,19,20,12,11,16,12,11,13,12,12,11,21,12,22,12,17,12,13,11,11,14,3,1
1,4,1,4,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,6,6,7,6,7,7,7,7,7,7,7,6,6,7,3,1
2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2,2,2,2,2,2,6,6,6,6,7,6,7,7,7,7,6,7,7,16,7,7,7,7,8,7,8,8,7,8,8,7,7,7,8,7,8,8,18,8,8,19,8,7,7,24,6,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,14,14,11,12,13,12,18,13,17,13,16,20,14,12,16,14,21,18,18,22,23,14,18,22,23,19,18,26,24,23,23,20,6,1
2,1,2,1,4,1,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,5,5,12,5,5,13,4,4,5,12,5,5,5,5,5,5,5,13,13,5,0,1
2,2,2,2,2,2,6,6,6,6,7,6,7,7,7,7,15,7,7,7,7,7,7,7,8,7,8,8,7,8,8,7,7,19,8,7,8,8,18,8,8,19,8,7,7,8,1,1
2,2,4,5,6,7,2,2,7,2,9,2,2,9,2,15,8,10,9,2,16,9,18,9,10,9,21,16,18,2,2,2,2,9,21,20,11,10,24,24,23,24,25,9,9,10,1,1
1,1,4,5,6,7,2,8,8,8,9,8,10,9,10,9,8,10,10,10,10,9,10,9,11,10,11,11,10,11,10,10,10,10,11,10,10,10,10,11,11,11,25,10,10,11,4,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,14,14,11,12,13,12,18,13,17,13,16,20,14,18,16,14,21,18,18,22,23,14,18,22,23,19,18,26,24,23,23,20,6,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,22,3,3,3,22,3,3,3,3,3,3,3,3,3,3,3,26,3,3,3,2,2
2,2,2,2,2,4,5,6,10,6,11,11,4,12,13,13,13,4,17,4,17,15,14,17,15,15,16,17,19,21,20,17,17,21,22,21,20,21,21,25,21,27,27,21,21,26,3,1
2,1,2,1,4,1,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,5,5,4,5,4,4,4,4,5,18,4,5,4,5,5,20,20,19,19,5,0,1
1,4,4,6,7,7,7,8,8,8,9,12,13,9,16,16,11,15,16,15,15,16,15,10,18,16,17,15,20,17,18,20,20,18,18,17,18,17,17,23,22,18,19,22,22,27,6,1
1,1,4,5,6,7,2,8,2,8,9,8,10,5,5,5,9,10,5,14,12,18,16,16,11,2,21,16,18,18,11,21,21,23,21,20,11,20,25,13,13,24,28,12,12,25,5,1
3,3,3,3,3,3,8,3,9,10,12,10,12,11,12,12,12,16,18,18,19,19,19,19,20,17,18,19,21,15,23,22,22,24,24,23,22,23,26,26,24,28,29,24,24,28,2,2
2,2,2,2,2,2,5,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2,1,2,5,6,7,9,10,11,12,12,13,14,15,17,17,16,17,19,19,20,20,20,20,9,8,23,20,22,4,24,23,23,25,25,24,23,24,27,27,25,29,30,25,25,29,5,1
2,1,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,5,4,5,5,29,30,4,4,5,0,1
2,1,2,5,4,7,9,10,11,12,12,13,14,15,17,17,16,17,19,19,20,20,21,20,9,8,23,20,22,4,24,23,23,25,25,24,24,24,27,27,25,29,30,25,25,29,5,1
2,2,2,2,2,2,2,6,6,6,8,6,9,14,15,15,14,2,4,16,8,17,2,21,17,18,19,21,17,22,19,19,19,20,20,19,25,25,20,28,26,30,22,20,20,30,1,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,14,14,11,12,16,15,15,16,15,13,16,16,17,15,16,14,21,18,18,18,18,17,18,17,17,19,18,18,19,23,23,20,6,1
2,2,2,5,6,7,2,7,7,7,8,2,9,8,9,9,8,9,9,9,16,9,18,9,10,9,10,10,9,10,10,9,9,9,21,20,11,10,10,24,10,24,25,9,9,10,4,1
1,4,5,4,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,7,6,20,7,6,7,7,6,6,6,7,6,7,7,7,18,7,17,18,17,17,7,3,1
3,3,3,3,3,3,8,3,9,10,3,10,12,11,12,12,17,3,3,3,13,3,13,22,14,14,15,22,23,23,25,24,24,26,3,3,26,26,28,17,16,31,17,26,26,31,2,2
1,1,4,5,6,7,9,10,11,12,12,13,14,16,17,17,16,17,19,19,20,20,20,20,21,22,23,20,24,24,15,23,25,27,25,24,27,24,27,29,27,32,31,27,27,32,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,14,14,11,15,16,15,15,16,15,13,16,16,17,15,16,17,18,18,18,18,18,17,18,17,17,19,18,18,19,18,18,20,6,1
2,2,4,5,6,7,2,7,7,7,8,2,9,8,9,9,8,9,9,9,16,9,18,9,10,9,10,10,9,10,10,9,9,9,10,9,11,10,10,24,10,10,25,9,9,10,4,1
2,2,2,5,6,7,2,7,7,7,8,2,9,2,2,15,14,2,4,16,16,18,18,21,17,9,19,16,18,22,19,21,21,23,21,20,11,25,25,24,20,30,22,20,20,10,1,1
2,1,4,5,6,7,9,7,11,7,12,7,8,8,9,9,7,8,8,9,9,12,9,8,10,22,10,9,24,10,10,14,9,13,10,9,10,13,14,10,10,10,10,27,27,15,5,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,11,11,11,12,11,12,12,13,12,12,12,13,11,11,14,6,1
2,2,2,2,2,2,6,6,6,6,7,6,7,7,7,7,15,7,7,7,7,7,7,7,8,7,8,8,7,8,8,7,7,19,8,7,8,8,8,8,8,8,8,7,7,8,1,1
2,2,2,2,2,2,6,6,6,6,7,6,7,14,15,2,14,2,4,16,8,17,2,21,17,18,19,21,17,22,19,19,19,20,20,19,25,25,20,28,26,30,22,20,20,30,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,17,18,20,20,3,21,22,23,22,23,24,23,25,25,26,25,26,28,26,25,28,27,29,30,28,33,32,28,28,33,2,2
2,2,4,5,6,7,2,7,7,7,8,2,9,8,9,9,8,9,9,9,16,9,18,9,10,9,10,10,9,10,10,9,9,9,10,9,10,10,10,24,10,10,25,9,9,10,4,1
2,2,2,2,2,4,5,6,10,6,11,11,4,12,13,13,13,14,15,17,17,15,14,17,15,15,16,17,19,19,17,17,17,21,22,21,20,21,21,22,21,25,23,21,21,26,3,1
2,1,4,5,6,7,2,8,8,8,9,2,10,2,10,10,9,10,10,10,16,18,18,16,11,9,21,16,18,18,11,21,21,23,21,20,11,20,25,24,11,24,25,10,10,25,4,1
2,4,5,5,6,5,2,2,2,2,2,9,2,2,2,11,2,2,2,2,12,2,12,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,13,13,2,2,12,12,13,1,1
3,3,3,3,3,3,8,3,9,10,3,10,12,11,12,12,12,13,14,13,19,14,19,15,20,17,18,13,14,15,16,22,16,16,16,15,16,18,19,26,24,21,21,24,24,28,2,2
2,2,2,2,2,2,6,6,6,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,8,7,8,8,7,8,8,7,7,7,8,7,8,8,18,8,8,19,8,7,7,8,4,1
2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,17,2,2,17,2,2,2,17,2,2,2,2,2,20,19,2,19,24,2,2,2,2,2,2,2,4,1
2,1,2,1,4,1,4,4,4,4,4,4,5,5,5,5,4,5,5,5,4,5,4,5,5,4,6,24,26,6,6,26,27,29,6,26,5,6,6,6,29,34,28,5,13,6,0,1
1,4,1,4,5,5,1,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,11,7,6,7,7,6,7,7,6,6,6,7,6,7,7,12,7,7,7,7,6,6,7,3,1
2,2,2,2,2,2,2,6,6,6,2,6,2,14,15,2,2,2,4,16,2,17,2,2,17,18,19,2,17,2,19,2,2,20,20,19,2,19,20,21,20,23,2,2,2,2,1,1
1,4,4,5,6,7,2,2,8,2,9,2,2,9,2,10,2,10,2,2,16,10,18,10,11,10,21,18,10,2,2,10,2,10,2,2,11,10,24,11,23,11,11,29,29,11,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,1,30,30,34,0,1
1,1,4,5,6,7,2,8,8,8,9,8,10,9,10,10,9,10,10,10,10,10,10,10,11,13,11,11,10,11,15,10,10,10,11,10,15,11,11,11,11,15,16,10,10,17,5,1
2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,18,4,4,4,20,19,20,20,19,19,21,0,1
3,3,3,3,3,3,8,3,9,10,3,10,12,11,12,12,17,3,3,3,13,3,13,22,14,14,15,13,14,23,25,24,3,3,3,3,26,26,28,17,16,31,17,26,26,31,2,2
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,11,13,12,12,11,12,12,13,12,12,12,13,11,11,20,4,1
2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2,1,2,5,6,2,2,4,2,2,2,2,2,5,5,5,9,5,5,14,14,18,16,16,17,2,6,16,26,6,11,26,27,29,21,26,11,20,25,13,17,34,28,31,31,25,5,1
2,4,5,5,6,4,5,2,2,5,2,11,2,2,2,13,2,14,15,14,14,2,16,6,19,19,20,14,15,16,17,27,28,17,17,27,17,16,22,13,17,17,18,31,31,19,3,1
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,12,1,5,1,5,1,6,5,1,6,5,1,6,5,5,14,14,5,6,1,30,15,6,6,6,32,5,1,0,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,11,13,12,12,11,12,12,13,12,12,12,13,11,11,14,4,1
2,1,4,5,6,7,2,7,7,7,8,2,9,8,9,9,8,9,9,9,9,9,9,9,10,9,10,10,9,10,10,9,9,9,10,9,10,10,10,10,10,10,25,9,9,10,4,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,14,14,11,12,13,12,18,13,17,13,16,20,14,18,16,14,21,18,18,22,23,14,18,22,23,19,18,26,24,23,23,20,6,1
2,4,5,5,6,5,2,2,2,2,2,9,2,2,2,11,2,2,2,2,12,2,12,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,12,12,13,4,1
1,4,5,6,7,5,7,9,2,9,10,9,11,10,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,11,13,12,12,11,12,12,13,12,12,12,13,11,11,20,1,1
3,3,3,3,3,3,3,3,3,10,3,3,12,3,3,3,17,3,3,3,3,3,22,22,22,3,3,22,23,23,3,24,3,3,3,3,3,26,28,31,31,31,3,33,32,35,2,2
1,4,1,4,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,6,6,7,6,7,7,7,7,7,7,7,6,6,7,3,1
2,2,2,2,2,6,6,7,7,7,8,7,8,7,8,8,7,8,8,8,8,12,8,8,13,12,9,9,13,13,9,14,14,13,13,13,29,13,14,14,14,13,14,14,14,23,4,1
2,2,2,2,2,2,6,6,6,6,2,6,7,14,15,2,2,2,4,16,2,17,2,2,17,18,19,2,17,8,19,19,19,20,20,19,25,19,20,21,20,23,8,2,2,24,4,1
2,1,4,1,4,7,4,10,11,12,12,13,14,15,17,17,16,5,5,5,20,20,20,20,21,22,23,20,22,24,15,23,23,25,25,24,15,24,27,32,29,32,31,13,13,17,5,1
2,2,2,2,2,6,6,7,7,7,8,7,8,8,8,8,7,8,8,8,9,12,9,8,13,12,9,9,13,13,9,14,14,13,13,13,13,13,14,14,14,13,14,14,14,15,4,1
1,1,4,6,7,8,7,8,8,11,9,8,10,13,10,10,9,12,13,12,18,13,17,13,11,20,14,18,16,11,14,18,18,22,23,14,30,14,31,16,15,35,33,34,33,16,6,1
1,1,4,6,7,8,7,8,8,11,9,8,10,13,10,10,9,12,13,12,10,13,10,13,11,13,14,18,10,11,14,15,15,15,15,14,30,14,15,16,15,14,15,15,15,16,5,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,17,3,3,3,3,3,22,22,22,3,3,23,25,25,27,24,3,3,3,3,3,28,32,30,28,36,3,33,32,3,2,2
2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,24,2,2,2,2,2,2,2,1,1
3,3,3,3,3,3,8,3,9,10,3,10,12,11,12,12,12,13,14,13,13,14,13,14,14,14,15,13,14,15,16,16,16,16,16,15,19,15,16,17,16,16,17,16,16,22,2,2
1,1,1,1,1,1,1,4,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,5,6,5,6,6,5,6,6,5,5,5,27,5,6,6,30,6,6,6,6,5,5,1,0,1
2,2,2,5,6,2,5,2,2,2,2,11,2,12,13,13,13,14,15,14,14,15,16,17,2,2,2,14,15,16,17,27,28,17,17,16,17,16,2,22,17,17,18,31,31,13,3,1
2,2,2,5,6,7,2,7,7,7,8,2,9,8,9,9,8,9,9,9,9,9,9,9,10,12,10,10,9,10,10,9,9,9,10,9,10,10,10,10,10,10,10,9,9,10,4,1
2,2,2,5,6,7,2,7,7,7,2,2,9,2,2,15,8,2,9,9,16,18,18,16,10,9,21,16,18,18,19,21,21,23,21,20,11,20,25,24,20,24,25,9,9,25,4,1
2,2,2,2,2,7,2,7,7,7,8,6,9,8,8,15,14,9,9,16,8,17,8,21,10,12,10,10,9,10,19,9,9,30,19,28,25,25,33,28,26,30,22,20,20,30,6,1
3,3,3,3,3,3,8,3,9,10,12,10,12,11,12,12,12,16,18,18,19,19,19,19,20,17,18,19,21,15,23,22,22,24,24,23,22,23,26,26,24,28,29,24,24,18,2,2
1,1,4,6,7,8,7,8,8,11,9,12,13,13,14,14,11,12,13,15,21,16,23,13,23,24,25,25,27,26,28,28,29,31,28,29,31,29,34,33,32,37,34,35,34,36,5,1
3,3,3,3,3,3,8,3,9,10,3,3,12,11,12,12,17,3,3,3,13,3,13,22,14,14,15,22,23,23,16,24,24,26,3,3,19,26,28,31,31,31,17,16,16,31,2,2
2,1,2,5,4,6,9,10,11,12,12,13,14,15,17,17,16,17,19,19,20,20,20,20,9,8,23,20,22,4,24,23,23,25,25,24,23,24,27,27,25,29,30,25,25,29,1,1
2,1,4,5,6,7,2,8,8,8,9,8,10,5,10,10,9,10,10,10,10,18,10,16,11,10,21,16,18,18,11,21,21,23,21,20,11,20,25,11,11,24,11,10,10,25,5,1
2,4,5,4,5,4,5,5,5,5,6,5,6,6,6,6,5,14,15,14,14,6,16,6,19,19,20,14,15,16,17,27,28,17,17,27,17,16,7,18,17,17,18,17,17,19,3,1
2,2,2,2,2,2,6,6,6,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,8,7,8,8,7,8,8,7,7,7,8,7,8,8,18,8,8,19,8,7,7,8,4,1
3,3,3,3,3,3,3,3,3,10,3,3,12,3,3,3,17,3,3,3,3,3,3,22,3,21,3,3,3,23,25,24,3,3,3,3,26,26,28,3,3,31,3,3,3,35,2,2
1,1,1,6,7,8,7,1,1,11,9,8,10,1,10,10,9,12,13,12,18,13,17,13,11,13,14,18,16,14,14,15,15,15,15,14,30,14,15,16,15,14,15,15,15,16,5,1
1,1,1,6,7,8,7,1,1,1,5,8,1,1,1,1,1,19,13,21,18,13,24,24,24,25,14,26,28,27,29,29,30,32,29,30,32,30,35,34,33,38,35,36,35,37,5,1
2,2,2,2,2,2,2,6,7,6,8,7,9,8,8,15,14,2,4,16,8,17,2,21,13,12,19,21,9,22,19,19,31,30,30,19,25,25,33,28,26,30,22,20,36,30,1,1
2,2,2,2,2,6,9,7,7,7,8,7,8,8,8,8,7,8,8,8,9,12,9,8,13,12,9,9,13,13,9,14,14,13,13,13,13,13,14,14,14,13,14,14,14,15,1,1
1,4,5,6,7,5,7,9,2,11,10,12,13,13,14,14,11,11,11,11,18,11,17,12,16,20,13,18,16,14,21,11,13,12,12,11,18,12,13,19,18,26,13,23,23,20,6,1
2,1,4,5,6,7,9,7,11,7,12,13,14,16,9,9,16,17,19,19,20,22,9,20,25,22,26,27,24,24,30,30,25,27,31,31,33,31,27,29,27,32,31,27,27,32,5,1
2,1,2,5,4,6,9,10,11,12,12,13,14,15,17,17,16,17,19,19,20,20,20,20,9,8,23,20,22,4,24,23,23,25,25,24,23,24,27,27,25,29,30,25,25,29,1,1
2,1,2,1,4,1,5,4,2,5,5,11,4,5,5,5,13,5,5,5,14,5,16,5,19,25,6,26,26,6,29,26,27,29,32,26,34,30,6,6,17,34,28,5,31,6,0,1
2,2,2,5,6,7,2,7,7,7,2,2,9,2,2,2,8,9,9,9,16,9,18,9,10,9,21,10,9,2,10,9,9,9,21,20,11,10,24,24,2,2,25,9,9,10,4,1
1,4,5,6,7,5,7,9,8,11,10,12,13,9,14,14,11,11,11,11,18,11,17,12,16,20,13,18,16,14,21,11,13,12,12,11,18,12,13,19,18,26,13,23,23,20,6,1
2,1,4,5,6,7,2,8,7,8,9,2,10,2,10,15,8,2,9,10,16,18,18,16,10,9,21,16,18,18,11,21,21,23,21,20,11,20,25,24,20,24,25,9,9,25,1,1
2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,24,2,2,2,2,2,2,2,4,1
1,4,5,6,7,8,7,9,8,11,10,12,13,13,16,16,11,15,16,15,15,16,15,13,18,16,17,15,20,17,18,20,20,18,18,17,18,17,17,19,18,18,19,18,18,20,6,1
2,2,2,2,2,4,6,6,6,6,7,6,7,12,13,13,13,4,17,4,17,23,14,18,26,26,4,28,29,20,20,31,32,21,22,22,20,32,36,8,21,27,27,37,37,38,3,1
2,2,2,2,2,6,6,6,6,6,7,7,8,7,7,7,15,7,7,7,7,7,7,7,8,12,27,8,7,28,8,7,7,33,33,32,8,33,8,8,8,8,36,7,7,8,1,1
2,2,2,2,2,6,6,7,7,7,8,7,8,8,8,8,7,8,8,8,9,12,9,8,13,12,9,9,13,13,9,14,14,13,13,13,29,13,14,14,14,13,14,14,14,23,4,1
2,1,1,1,4,1,1,4,4,4,5,4,5,5,5,5,1,5,5,5,5,5,5,5,6,5,6,24,26,6,6,26,27,29,6,26,6,6,6,6,29,34,28,5,5,6,0,1
2,2,2,2,2,2,2,6,6,6,2,6,2,14,15,2,2,2,4,16,2,17,2,2,17,18,19,2,17,22,19,19,19,20,20,19,25,19,20,21,20,23,22,2,20,2,1,1
2,2,2,2,2,6,6,6,6,6,7,7,8,7,8,8,6,7,7,7,8,7,8,7,13,12,8,21,7,8,9,7,31,30,30,28,29,34,33,14,14,22,8,14,14,23,5,1
