2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,1,1,3,4,1,3,3,1,1,1
2,1,1,2,2,2,4,2,2,4,1,5,2,1
1,3,3,4,3,3,5,5,5,3,5,6,5,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,1,3,3,4,1,3,3,1,4,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,1,2,2,2,2,4,2,2,4,4,5,2,1
2,2,2,2,2,2,4,2,2,4,4,5,2,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,1,1,3,4,1,3,3,1,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,3,3,3,5,4,3,5,4,5,1
2,1,1,2,2,2,1,1,2,1,1,2,2,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,3,3,3,5,4,3,5,6,5,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
2,2,2,3,5,5,2,3,3,2,2,3,3,1
2,2,2,3,2,2,2,3,3,2,2,3,3,1
2,1,1,2,2,2,1,1,2,1,1,2,2,1
1,1,1,2,1,1,1,1,1,1,1,2,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,4,2,2,4,4,5,2,1
2,1,2,3,2,2,4,2,2,4,4,5,2,1
1,3,3,4,3,3,5,5,5,3,5,6,5,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,3,3,3,5,4,3,3,4,5,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,3,4,1,3,1,1,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
2,2,2,3,2,2,4,3,2,4,4,5,2,1
1,1,1,1,1,3,3,4,4,3,3,1,4,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,3,3,4,1,3,3,1,4,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,5,4,3,5,4,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,2,2,2,1,2,2,1,1,2,2,1
2,1,1,2,2,2,4,2,2,4,1,5,2,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
2,1,1,2,2,2,1,2,2,1,1,2,2,1
1,1,1,1,3,3,3,4,1,3,3,4,4,1
2,1,1,2,2,2,1,1,2,1,1,2,2,1
2,1,1,2,2,2,1,1,2,1,1,2,2,1
1,1,1,1,1,3,3,4,1,3,3,1,4,1
1,1,1,1,1,1,3,4,1,1,1,1,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,1,2,3,2,2,4,2,2,4,4,5,2,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,1,4,1
1,1,1,1,1,3,3,4,1,3,3,1,4,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,3,3,3,5,4,3,3,4,5,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,1,3,3,4,1,3,3,1,4,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,1,2,2,2,2,4,2,2,4,4,5,2,1
2,2,2,3,5,5,2,3,3,2,2,3,3,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,1,4,1
2,1,1,2,2,1,1,1,2,1,1,2,1,1
2,1,1,2,2,2,1,1,1,1,1,2,2,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,2,2,2,2,2,4,2,2,4,4,5,2,1
2,2,2,3,5,5,2,3,3,2,2,3,3,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1
1,1,1,1,3,3,3,4,4,3,3,1,4,1
1,1,1,1,3,3,3,5,4,3,5,4,5,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
2,2,2,3,2,2,4,2,2,4,4,5,2,1
1,1,1,1,3,3,5,5,4,3,5,6,5,1
2,2,2,3,2,2,2,3,3,2,2,3,3,1
2,1,2,2,2,2,1,2,2,1,1,2,2,1
2,1,1,2,1,1,1,1,1,1,1,2,1,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
1,1,1,1,3,3,3,4,4,3,3,4,4,1
2,2,2,3,5,5,2,3,3,2,2,7,3,2
2,1,1,2,1,2,1,1,1,1,1,2,2,2
2,1,1,2,2,2,4,1,2,4,1,5,2,2
1,3,3,4,4,4,6,6,6,5,6,8,6,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,3,3,4,4,4,6,6,6,5,6,8,6,2
2,2,2,3,5,5,2,3,3,2,2,7,3,2
1,1,1,1,1,2,1,1,1,1,1,1,2,2
1,3,3,4,4,4,6,6,6,5,6,8,6,2
1,1,1,1,3,3,5,5,5,3,5,6,5,2
1,3,3,4,4,4,5,7,5,6,5,6,7,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,3,3,4,4,4,5,7,5,6,5,6,5,2
1,1,1,1,1,3,3,4,1,3,1,1,4,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,1,1,1,3,3,3,5,4,3,3,4,5,2
1,3,3,4,4,4,6,6,6,6,7,9,7,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,1,1,1,3,3,3,5,4,3,3,4,5,2
1,3,3,4,4,4,6,6,6,5,6,8,6,2
1,1,1,1,3,3,5,5,4,3,5,6,5,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,1,1,1,4,3,5,5,4,3,3,6,5,2
1,3,3,4,4,4,5,7,5,6,7,6,7,2
1,1,1,1,3,3,3,5,4,3,3,6,4,2
1,3,3,4,4,4,6,6,6,6,6,9,6,2
1,1,1,1,1,2,1,1,1,1,1,1,2,2
2,2,2,3,5,5,2,3,3,2,2,7,3,2
1,1,1,1,1,3,3,4,1,3,3,1,4,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,1,1,1,3,3,5,5,4,3,5,6,5,2
1,1,1,1,1,3,3,4,1,3,1,1,4,2
1,3,3,4,4,4,5,7,5,6,7,9,7,2
1,3,3,4,4,4,5,5,5,3,5,6,5,2
2,2,4,5,5,5,7,8,7,7,8,10,8,3
2,2,4,5,6,6,8,9,8,8,9,11,9,3
1,1,1,2,1,1,1,1,1,1,3,1,1,3
2,2,2,3,2,2,4,2,2,4,4,5,2,3
2,2,2,2,5,5,7,8,7,9,8,10,10,3
2,2,4,5,5,5,7,8,7,7,8,10,8,3
2,2,2,3,5,5,7,8,7,7,8,10,8,3
2,2,4,5,6,6,8,9,8,8,10,12,11,3
2,2,4,5,6,5,7,8,9,9,9,13,10,3
2,2,4,5,6,7,7,8,10,10,11,10,12,3
2,2,4,5,6,6,8,9,8,8,10,12,11,3
2,2,2,2,2,1,4,2,2,1,4,13,1,3
2,2,2,3,5,5,7,8,7,7,8,10,8,3
2,2,4,5,6,6,8,9,8,8,10,12,11,3
2,2,2,3,5,5,7,8,7,7,8,10,8,3
2,2,2,3,5,5,7,8,7,7,8,10,8,3
2,2,2,3,5,5,7,8,7,7,8,10,8,3
2,2,4,5,2,1,7,2,9,1,1,13,13,3
2,2,4,5,5,5,7,8,7,11,12,10,14,3
2,2,4,5,6,5,7,8,9,9,8,13,13,3
2,2,4,5,6,5,7,8,9,9,9,13,13,3
2,2,4,5,6,7,7,8,9,9,8,13,10,3
2,2,4,5,6,7,7,8,10,10,11,13,12,3
2,2,4,5,5,5,7,8,7,7,8,10,8,3
2,2,4,5,6,6,8,9,8,8,9,11,9,3
2,2,2,3,2,2,4,2,2,4,4,5,2,3
2,2,2,3,5,5,2,3,3,7,2,10,8,3
1,1,1,1,3,3,3,4,4,3,3,4,4,3
1,1,1,1,3,3,3,4,4,3,5,4,5,3
1,1,1,1,3,3,3,4,4,3,3,4,4,3
