2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
2,2,3,3,3,3,3,3,3,3,3,3,10,3,22,3,3,3,2
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
4,5,6,6,8,9,9,10,12,11,11,12,17,13,13,15,16,14,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,4,5,5,6,6,7,7,16,8,8,9,11,8,9,10,11,10,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,11,7,12,8,8,8,9,11,8,9,10,11,10,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,18,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
3,3,1,1,1,1,5,1,5,5,1,5,6,6,8,9,10,9,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,2,2,2,11,7,12,8,8,8,9,11,8,9,10,11,10,1
1,1,2,2,2,2,2,2,2,2,2,2,2,19,10,8,13,11,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,25,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
3,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,5,1
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,9,10,9,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,5,2,2,11,7,12,8,8,8,9,11,8,9,10,11,10,1
2,2,3,3,4,3,13,15,19,5,7,20,12,6,6,6,7,6,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,20,2,18,2,9,9,1,20,25,26,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,25,1
1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,25,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,5,1,1,1,1,16,21,17,19,17,25,1,19,22,22,20,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,3,3,5,5,6,6,7,6,6,6,7,26,23,25,17,7,2
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
1,1,2,2,2,2,11,13,15,13,13,14,19,16,15,18,18,16,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4,5,6,6,8,9,14,17,16,11,11,12,23,20,21,24,24,19,2
2,2,1,1,1,1,1,1,6,1,1,1,6,6,6,6,7,6,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,2,12,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,5,5,5,9,5,5,5,5,5,12,13,11,1
2,2,4,4,4,5,4,4,4,6,6,6,24,4,4,7,8,8,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4,5,6,6,8,9,9,10,22,18,11,12,23,20,21,24,24,19,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,7,2
2,2,3,3,5,5,6,8,13,10,9,10,14,11,14,17,17,15,2
2,2,4,1,1,1,5,5,5,5,7,5,6,6,6,6,7,6,2
2,2,4,4,4,4,4,4,4,4,4,4,15,4,4,4,4,4,2
2,2,1,5,6,10,10,11,14,12,12,13,18,15,5,5,6,5,1
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
4,5,6,6,8,9,9,10,12,11,11,12,17,13,13,15,16,14,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4,5,6,6,8,9,14,17,16,11,11,12,23,20,21,24,24,19,2
2,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,2
1,1,8,1,9,1,1,1,1,16,1,19,1,9,15,20,25,23,1
2,2,4,4,4,4,4,6,7,6,6,21,24,27,7,26,4,8,2
2,2,4,1,1,1,1,1,6,1,1,1,6,6,6,6,7,6,1
2,2,3,3,3,3,6,3,3,3,3,3,10,28,22,16,8,7,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
1,1,5,7,2,11,7,12,8,8,8,9,11,8,9,10,11,10,1
1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,1,1,1,1,5,5,5,5,7,5,6,25,5,5,6,5,1
3,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,2
1,1,5,5,6,6,7,7,8,8,8,9,11,8,9,10,11,10,1
1,1,2,2,2,2,2,2,1,14,18,15,9,18,17,11,12,1,1
1,1,2,2,2,2,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,1,1,1,1,5,5,5,5,5,5,5,5,10,8,13,11,1
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,6,10,9,1
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,6,10,9,1
1,1,2,2,9,12,11,13,15,13,13,14,19,16,15,18,18,16,1
2,4,5,5,6,6,7,7,16,12,16,13,20,15,5,22,26,20,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
1,1,1,1,1,1,5,5,5,9,5,18,5,5,5,5,6,5,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,4,4,4,4,4,4,4,4,4,6,4,4,7,6,2
1,1,5,5,6,6,7,7,8,8,8,9,11,8,9,10,11,10,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,9,12,11,13,15,13,13,14,19,16,15,18,18,16,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,3,3,5,5,6,6,7,6,6,6,10,7,7,7,8,8,2
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,7,2
2,2,4,4,4,5,4,18,4,6,6,6,24,4,4,7,8,8,2
1,1,2,2,2,2,2,2,2,2,18,2,9,9,1,11,12,1,1
2,2,3,3,1,3,3,3,3,5,3,3,12,10,6,9,10,9,2
3,2,1,1,1,1,5,5,5,5,5,5,5,5,8,9,10,9,1
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,4,1,1,1,1,1,6,1,1,1,6,6,6,6,7,6,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,2
1,1,2,2,2,2,2,2,2,2,2,2,9,2,2,11,12,1,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,3,3,5,5,6,3,3,3,20,3,10,28,22,7,8,7,2
2,2,4,1,1,1,5,5,5,5,7,5,6,6,6,6,7,6,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,4,4,5,6,6,15,7,4,15,16,16,15,15,18,27,21,21,2
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,2,2,2,12,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,2,2,9,12,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,1,1,1,1,5,5,5,9,5,5,5,5,5,5,6,5,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,27,4,2
3,2,1,1,1,1,1,1,6,1,1,1,1,6,6,6,10,9,1
2,2,1,1,1,1,1,1,6,1,1,1,1,1,6,6,7,6,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,2,2,2,2,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,1,1,1,1,1,1,6,1,1,1,1,1,6,6,7,6,1
2,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,2
2,2,3,3,3,7,8,8,13,10,9,10,14,11,14,17,17,15,2
2,2,1,1,1,1,1,1,6,17,7,8,25,6,6,28,7,6,2
2,2,3,3,5,7,8,8,13,10,9,10,14,11,14,17,17,15,2
1,1,1,1,1,1,5,5,5,7,5,5,5,5,10,8,13,11,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,2,2,2,2,9,2,1,11,12,1,1
3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,9,10,9,1
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,7,2
4,5,6,6,8,9,9,10,12,11,11,12,17,13,13,15,16,14,2
2,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,2
4,5,6,6,8,9,9,10,12,11,11,12,17,13,13,15,16,14,3
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1
3,2,3,1,1,1,5,5,5,5,5,18,5,10,8,9,10,9,1
1,1,2,2,2,2,2,2,2,2,2,2,9,2,1,11,12,1,1
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,9,10,9,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
1,1,2,2,9,12,11,13,15,13,13,14,19,16,15,18,18,16,1
1,1,9,5,10,13,16,19,13,10,9,17,14,21,24,29,22,27,2
2,2,3,3,5,5,6,3,3,3,3,3,10,28,22,16,8,7,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,5,5,5,7,5,5,5,5,10,8,13,11,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,3,3,1,3,3,3,3,5,3,3,12,10,6,9,10,9,2
1,1,2,2,2,2,2,2,10,2,5,2,2,19,10,8,13,11,1
3,4,5,5,6,6,7,7,16,15,16,16,20,15,18,21,21,21,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,1,1,1,1,5,5,5,9,5,5,5,5,5,5,6,5,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,2,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,6,2,8,9,12,11,13,15,13,13,14,19,16,15,18,18,16,1
2,2,3,3,5,5,6,6,7,6,6,6,10,28,7,7,8,7,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,1,2,1,1,1,5,5,1,1,5,5,9,5,1,8,9,1,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,5,5,6,11,7,7,8,8,8,9,11,8,25,10,11,10,1
2,2,3,3,3,7,8,8,13,10,9,10,14,11,14,17,17,15,2
1,1,2,2,2,2,2,2,1,14,2,15,9,18,17,11,29,24,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4,5,6,9,7,8,9,10,11,19,21,22,26,29,26,30,30,28,2
1,1,5,5,6,11,7,12,8,8,8,9,11,8,9,10,11,10,1
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,5,5,6,11,7,12,8,8,8,9,11,8,9,10,11,10,1
2,2,3,3,1,3,3,3,6,5,7,3,12,6,6,6,7,6,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
3,3,1,1,1,1,5,5,5,5,5,5,5,5,8,9,10,9,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1
1,1,2,2,2,2,2,2,18,14,2,15,9,18,17,11,12,24,1
2,2,3,3,5,5,6,6,7,6,6,6,8,7,7,7,8,7,2
3,3,1,1,1,1,5,5,5,5,5,5,5,5,8,9,10,9,1
2,2,3,3,5,5,6,6,7,6,6,6,10,7,7,16,8,8,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,4,1,1,1,5,1,6,5,7,1,6,6,6,6,7,6,2
2,2,4,1,1,1,1,1,6,5,1,1,6,6,6,6,7,6,2
2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
1,1,2,2,2,2,2,2,2,2,2,2,9,2,1,11,12,1,1
1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,9,2,2,11,12,29,1
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
2,2,4,4,4,4,4,6,7,6,6,21,24,27,7,7,4,30,2
2,2,4,4,5,5,6,6,7,6,6,6,8,7,7,7,8,8,2
2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,1,1,1,1,5,5,5,5,7,5,6,6,6,9,10,9,1
