1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
4,3,6,5,5,5,12,14,7,14,8,19,19,20,21,21,20,23,21,23,2
2,1,1,1,1,12,1,2,10,1,15,20,20,3,3,3,21,3,22,3,1
3,1,4,3,3,10,4,4,4,12,14,9,21,10,10,10,11,11,11,11,2
3,1,4,3,9,10,4,4,4,15,4,4,22,5,5,15,5,16,23,24,2
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,4,6,6,13,8,9,9,10,11,15,12,12,12,13,13,13,13,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,2,2,2,11,2,5,6,6,6,18,6,7,7,7,7,7,7,7,1
1,1,1,1,1,1,1,2,1,13,1,1,9,3,18,3,10,24,24,25,2
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,25,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
3,3,4,3,10,13,4,15,14,8,16,14,10,15,15,22,22,18,25,15,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,16,1
3,5,4,3,3,14,4,4,4,4,4,14,14,15,15,15,15,16,16,15,2
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,3,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,20,1,20,2
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,13,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,1,1,13,2,1,9,1,18,1,18,20,19,26,1
4,3,6,5,5,5,7,7,8,8,9,10,23,11,21,23,20,23,26,27,2
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
3,5,4,3,3,14,4,4,4,4,16,14,14,15,15,15,15,16,16,15,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,7,7,7,7,7,7,7,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,3,24,10,24,24,25,1
2,2,3,2,2,2,3,3,5,5,3,7,3,4,4,4,4,4,4,4,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,25,1
3,5,4,8,11,14,4,15,4,4,16,14,14,15,15,15,15,16,16,15,2
3,5,4,3,3,3,4,4,4,4,16,14,24,15,10,10,11,11,11,11,2
5,4,7,6,7,8,9,10,15,16,17,13,13,21,22,25,14,25,27,28,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,3,3,2
2,2,1,2,1,2,1,1,1,2,2,2,2,13,13,2,2,2,2,2,1
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,7,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,13,1
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,25,2
2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,1,1,1,20,1,1,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,13,1
3,5,4,3,3,3,4,4,4,4,16,9,21,10,10,10,11,11,11,11,2
2,2,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,3,3,1
2,2,2,2,2,2,2,5,6,6,18,21,25,2,23,13,23,26,28,29,1
1,1,4,3,3,3,5,16,4,1,19,4,4,5,5,5,3,5,5,5,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,5,6,7,4,6,6,7,17,20,22,26,22,24,26,24,27,29,30,1
3,1,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,19,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,4,25,8,6,31,1
2,2,1,2,12,2,14,1,1,13,21,24,1,1,1,27,26,28,1,1,1
2,2,5,2,8,11,2,13,6,6,11,3,26,22,19,28,24,29,30,32,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,9,6,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,3,2,2,2,3,3,5,5,5,5,5,6,6,8,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,27,30,3,1,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,4,5,6,7,8,9,10,11,10,12,13,13,14,14,14,14,15,15,14,1
2,2,2,2,2,2,2,5,6,6,11,2,2,2,2,2,8,2,2,2,1
2,1,1,1,1,12,1,9,10,1,15,25,27,3,3,3,27,3,22,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,4,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,1
3,5,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,19,2
4,3,6,5,5,5,7,7,8,8,9,10,23,11,11,11,12,12,26,12,2
1,1,1,1,1,1,5,2,1,1,1,26,1,23,3,3,3,1,31,10,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,8,9,9,15,15,17,12,18,22,27,28,24,24,29,28,31,32,30,2
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,3,3,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,9,6,1
1,1,1,1,1,1,1,2,1,1,1,25,27,3,3,3,10,3,3,3,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,30,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
2,2,3,2,2,2,3,18,3,3,3,3,3,4,4,4,4,4,4,4,1
3,5,4,3,3,14,4,15,4,4,16,14,14,15,15,15,15,16,16,15,2
2,2,3,2,2,2,2,5,6,6,11,3,3,25,2,31,29,32,33,33,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,2,2,2,2,2,5,6,6,11,2,2,2,2,2,8,2,2,7,1
2,2,3,2,2,2,2,5,6,6,2,12,3,25,2,32,29,32,34,33,1
2,2,2,4,7,11,16,13,6,19,2,18,6,19,19,7,30,21,7,34,1
1,1,4,3,3,3,5,4,16,20,4,4,4,5,5,5,5,33,5,10,2
4,3,6,5,5,5,7,7,8,8,9,14,10,15,11,11,12,18,12,12,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,17,19,2,21,11,2,29,26,25,33,31,9,35,2,1
2,2,3,2,2,2,3,18,3,3,3,3,3,4,19,4,4,4,4,4,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,20,19,20,2
2,2,2,2,2,2,3,3,5,5,5,5,5,6,6,8,6,8,6,6,1
2,2,2,2,2,2,2,1,2,2,2,2,2,2,13,2,2,2,2,2,1
3,1,4,3,3,3,4,4,4,4,16,28,22,5,15,15,5,16,23,24,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,3,2,2,2,2,5,3,6,3,3,3,4,19,4,4,4,4,4,1
1,1,1,1,1,1,1,1,1,13,1,1,9,27,18,34,10,24,24,25,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,30,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
4,3,6,5,5,5,7,7,8,8,9,10,10,11,11,11,12,12,12,12,2
4,3,6,6,13,16,9,10,17,16,17,29,30,21,22,25,32,25,27,28,3
1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,20,1,1,1
2,6,5,6,7,4,6,6,7,7,20,8,26,28,26,9,24,34,29,35,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,5,4,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,1
4,3,6,10,13,16,18,20,17,16,17,29,30,21,22,25,32,25,27,28,2
2,2,2,2,2,2,2,5,18,6,11,5,31,29,8,8,8,9,8,8,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,14,1,5,2,16,1,1,4,4,5,3,3,3,33,5,10,2
4,3,6,6,15,17,9,10,15,11,13,16,16,14,16,17,16,17,17,17,2
2,2,3,2,2,2,3,3,5,5,5,5,5,6,6,8,6,9,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,25,2
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,6,8,8,9,9,10,15,32,30,12,30,13,7,36,36,1
2,4,5,6,7,8,9,21,15,17,23,30,33,28,14,26,33,27,29,30,1
1,1,1,1,1,1,1,1,1,13,1,1,9,3,18,24,10,24,24,25,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
4,3,6,5,5,5,7,7,8,8,9,14,10,15,11,11,12,18,12,15,2
2,2,2,2,2,2,2,5,6,6,11,2,2,2,2,2,8,2,2,2,1
3,1,4,3,3,3,4,4,4,4,4,9,4,5,5,5,5,5,5,5,2
2,2,2,2,2,2,2,5,6,6,11,12,12,7,7,7,7,7,7,7,1
1,1,1,1,1,1,1,2,1,1,1,1,27,3,3,3,10,3,3,3,2
2,2,2,2,2,2,17,1,5,6,7,5,34,31,6,8,6,9,37,8,1
1,1,1,1,1,1,1,2,16,1,1,1,1,1,1,3,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,3,2,2,2,2,13,3,6,11,3,3,4,19,4,4,4,4,4,1
2,2,2,2,6,6,2,8,19,22,24,31,15,32,12,35,34,35,38,37,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,27,30,3,1,1
2,2,1,1,1,7,19,9,10,3,3,32,3,33,27,36,35,36,22,38,1
4,3,6,5,5,5,7,7,8,8,9,10,10,11,11,11,12,18,12,12,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,8,4,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,3,3,2
2,2,2,2,2,2,3,22,2,2,2,2,2,2,2,2,29,2,2,33,1
1,1,1,1,1,1,1,1,1,13,1,1,1,1,18,1,18,20,19,20,1
2,2,3,2,2,2,2,5,6,6,11,3,3,4,4,4,4,4,4,4,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,1,1,1,1,1,2,1,1,1,1,9,3,3,3,10,3,24,25,1
3,7,4,11,4,18,6,6,7,7,8,8,8,9,9,9,9,10,10,9,2
2,2,2,2,2,2,2,1,2,2,2,2,2,2,13,2,2,2,2,2,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,2
2,6,5,6,7,8,9,10,11,10,12,13,13,14,14,14,14,15,15,39,1
3,1,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,19,2
2,2,2,2,2,2,2,5,6,6,11,2,12,2,2,2,8,2,14,7,1
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,16,23,10,2
2,4,5,6,4,4,9,10,11,14,12,33,19,20,20,20,19,22,20,22,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2
4,3,6,5,5,5,7,7,8,8,9,10,10,11,11,11,12,12,12,12,2
1,1,4,1,16,12,5,23,10,20,15,4,4,3,5,3,27,3,22,3,2
2,2,2,2,2,2,3,3,5,5,5,5,5,6,6,6,6,8,6,6,1
3,5,4,11,4,18,6,6,7,7,8,8,8,9,9,9,9,10,10,9,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,3,3,5,5,5,5,5,6,6,8,6,9,6,6,1
3,7,4,11,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,2
1,1,1,1,1,3,5,2,10,1,4,4,35,34,1,37,3,37,5,40,2
4,3,6,5,5,5,7,7,8,8,9,14,10,15,11,11,12,18,12,15,2
2,2,3,4,6,6,8,8,9,9,10,11,11,12,12,12,13,13,13,13,1
2,2,2,4,2,6,2,8,9,21,18,2,2,30,28,16,36,13,13,16,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,7,1
1,1,4,3,3,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
3,5,4,3,9,10,4,12,4,15,16,23,14,15,15,15,15,16,23,24,2
6,7,8,4,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,2
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,4,5,6,4,8,9,10,11,14,12,13,19,20,20,20,19,15,20,14,1
4,3,6,5,5,5,7,7,8,8,9,10,23,11,21,11,20,23,26,27,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
2,2,9,12,17,2,20,19,20,21,25,2,36,26,28,38,37,2,39,16,1
2,2,2,2,2,2,2,5,6,6,26,18,3,25,2,31,29,32,34,33,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,5,2,2,11,2,5,6,6,11,12,12,7,7,7,7,7,7,7,1
2,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,26,1
2,2,3,4,2,6,8,8,9,9,10,15,15,16,12,16,13,13,13,36,1
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
3,5,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,11,19,2
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,11,12,12,7,7,7,7,7,7,7,1
1,1,4,3,3,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,2
4,3,6,6,9,17,9,24,15,11,27,16,16,35,29,17,16,17,40,41,2
1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,10,3,3,3,2
2,2,2,2,2,2,2,5,5,6,11,5,31,8,8,8,8,9,8,8,1
1,1,1,1,1,1,1,2,1,1,1,26,37,23,3,3,10,3,3,10,2
3,1,4,9,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,19,2
2,2,2,2,2,2,3,3,5,5,5,34,31,29,8,8,6,9,6,6,1
2,2,1,1,1,9,10,11,12,23,13,16,16,17,16,17,38,38,17,42,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,2,8,2,2,2,1
3,5,4,3,3,3,4,4,4,4,4,14,14,15,15,15,15,16,23,15,2
4,3,6,5,5,5,7,7,8,8,9,10,23,11,21,23,20,23,26,27,2
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,13,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
2,2,2,4,4,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,9,6,1
3,1,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,19,2
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,13,13,16,1
2,2,2,2,1,7,2,9,10,2,2,2,2,13,13,2,2,2,2,2,1
2,2,2,2,2,6,8,8,9,9,10,15,15,16,12,16,13,39,13,43,1
4,3,6,5,5,5,7,7,8,8,9,10,23,11,21,11,20,23,26,27,2
3,5,4,3,3,14,4,15,4,4,16,14,14,15,15,15,15,16,16,15,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
2,6,9,7,8,9,10,11,12,11,13,16,16,17,16,17,16,17,17,17,1
2,2,2,1,18,2,3,19,2,3,25,2,38,36,25,39,31,40,35,2,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,3,2,2,2,3,3,5,5,5,5,5,31,6,8,6,8,6,8,1
1,5,4,3,3,3,21,25,21,22,28,35,39,37,30,12,39,41,41,44,2
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
1,1,4,3,3,3,22,4,16,20,4,25,27,5,3,3,40,33,42,10,2
2,2,2,12,17,2,3,19,5,21,5,36,29,26,25,33,31,9,35,45,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,7,1,4,6,6,8,8,9,9,10,11,15,16,12,16,13,13,13,13,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,8,2,2,2,1
2,2,3,2,2,2,3,5,5,5,5,12,12,2,6,13,8,14,14,7,1
4,3,6,5,5,5,7,7,8,8,9,10,10,11,11,11,12,12,12,12,2
2,2,2,4,6,6,8,8,9,9,10,15,15,16,12,16,13,42,13,43,1
1,1,1,1,1,1,1,1,1,13,1,2,9,1,18,1,18,20,19,20,2
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
3,1,4,3,3,3,4,4,4,4,4,25,22,5,31,40,41,16,23,24,2
2,2,3,2,2,2,3,5,5,5,5,21,25,2,6,41,23,43,28,29,1
2,2,1,4,6,6,8,8,9,9,10,15,40,16,12,16,13,13,43,16,1
2,2,5,2,2,19,2,5,7,24,2,18,6,7,32,7,42,21,44,34,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,2,5,6,6,11,12,38,36,33,32,31,40,34,46,1
4,3,6,5,5,14,7,7,8,8,16,14,10,15,15,11,12,18,12,15,2
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,3,3,3,32,3,38,34,31,29,32,33,47,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,6,6,1
4,3,6,5,5,5,7,7,14,25,29,37,10,11,11,11,12,12,12,12,2
2,2,2,4,6,6,13,8,9,9,10,11,15,12,12,12,13,13,13,13,1
1,1,1,1,1,1,1,1,1,13,1,1,9,1,18,1,18,20,19,20,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,12,1,2,1,1,1,1,1,3,3,3,10,3,24,10,2
2,2,8,13,7,4,6,6,7,7,8,8,8,9,9,9,9,10,10,9,1
2,2,5,7,8,11,16,13,22,26,30,3,26,22,19,28,24,27,30,30,1
2,2,3,2,2,2,11,18,3,3,3,3,3,4,19,4,4,4,4,4,1
2,2,2,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
1,1,4,3,3,3,5,16,4,1,4,4,4,5,5,5,3,5,5,5,2
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,8,9,6,1
2,2,2,2,2,2,2,5,6,6,26,12,12,7,7,7,8,7,14,7,1
2,2,2,2,2,2,2,5,6,6,2,2,2,2,2,2,8,2,2,2,1
1,1,1,1,1,1,1,1,1,13,31,38,9,1,18,1,18,20,19,20,1
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,15,5,16,5,5,2
2,2,2,4,6,6,8,8,9,9,32,11,11,12,16,12,13,44,45,13,1
3,5,4,3,9,10,4,12,13,12,14,23,17,18,17,18,17,19,18,24,2
1,1,1,1,1,1,1,1,1,13,31,38,1,1,18,1,1,20,1,20,1
3,1,4,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2
2,2,3,2,2,2,2,5,6,6,11,2,12,2,2,2,8,14,14,7,1
2,2,3,2,2,2,3,3,5,5,5,7,5,6,6,6,6,43,6,6,1
2,2,3,2,2,2,2,5,6,6,11,12,12,2,2,2,8,14,14,7,1
4,3,6,5,5,5,7,7,8,8,9,14,10,11,11,11,12,18,12,15,2
