2,3,3,3,3,3,4,4,3,3,8,3,8,3,3,6,6,2,2,3,2,1
1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,7,4,4,1,2,8,1,9,8,9,8,3,1,7,2,5,3,6,1
2,3,3,3,3,3,4,4,3,3,3,3,10,3,3,2,3,2,2,3,2,1
2,3,3,3,3,3,4,4,3,3,3,9,10,9,3,2,3,2,2,3,2,2
2,2,4,6,6,6,6,8,6,6,6,6,6,10,2,5,8,6,6,6,5,2
2,3,4,3,3,6,8,9,9,6,10,10,11,9,2,6,6,7,2,7,2,2
2,3,3,3,3,3,4,4,3,9,8,9,8,9,7,7,9,2,2,8,2,2
1,3,3,7,4,4,1,2,4,1,11,8,3,11,3,8,7,2,5,3,6,1
1,1,1,7,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
2,2,2,5,5,5,5,6,5,5,12,11,5,12,8,10,10,8,7,9,7,2
3,4,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,8,9,7,2
2,2,5,5,7,5,9,6,5,10,13,12,5,13,9,10,11,9,9,10,8,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,8,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,5,2,5,5,5,5,6,5,5,12,11,5,12,10,9,12,8,10,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
2,3,3,3,3,3,4,10,10,11,13,12,12,13,11,10,2,9,11,10,9,2
2,2,2,5,5,5,5,6,5,5,13,11,5,13,8,10,11,9,9,10,8,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
1,1,1,7,4,4,1,2,8,1,14,13,13,3,3,11,13,10,12,11,10,1
1,1,1,1,1,7,10,11,7,12,7,7,7,1,12,12,14,11,13,12,11,1
1,1,1,1,1,8,1,12,8,1,7,13,13,8,13,1,1,1,1,1,12,1
1,1,1,7,4,8,1,12,8,1,11,13,13,8,13,11,15,1,1,1,1,1
3,2,2,5,5,5,5,6,5,5,13,11,5,12,8,10,11,8,9,10,8,2
3,2,2,5,5,5,5,6,5,5,13,11,5,12,8,10,11,8,9,10,8,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
2,3,2,5,5,5,5,6,10,10,13,12,5,13,8,10,10,9,7,13,9,2
1,1,3,7,4,4,1,2,8,1,14,13,13,3,3,11,13,10,12,11,10,1
2,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
2,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
1,3,3,4,8,9,3,13,11,3,14,13,14,3,3,2,3,2,2,3,2,1
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
2,2,2,5,5,5,5,6,5,5,13,11,5,12,8,10,11,12,9,10,8,2
2,3,3,4,2,3,3,4,12,3,13,12,2,13,3,2,3,9,2,3,2,2
1,1,1,1,1,1,11,12,1,1,1,7,1,1,1,12,1,1,1,14,13,1
1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
1,1,1,7,4,4,1,2,11,1,14,13,14,3,3,13,15,2,2,3,2,1
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
1,3,3,4,4,4,3,2,11,13,14,3,15,3,3,2,3,2,2,3,2,1
3,2,2,6,5,5,5,6,5,5,13,11,16,12,8,10,11,12,9,10,8,2
2,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,10,8,7,9,7,2
1,1,1,1,9,10,7,7,7,7,7,7,7,14,14,14,16,13,14,15,13,1
2,3,4,6,6,6,6,8,6,6,10,10,17,9,15,15,9,14,15,7,14,2
3,2,4,6,6,6,6,8,6,14,10,14,17,15,15,15,17,15,15,16,14,2
3,4,6,8,10,11,12,14,13,15,15,15,18,16,16,16,18,16,16,17,15,2
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,15,17,15,15,16,14,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
3,4,6,8,10,11,12,14,13,15,15,15,18,17,16,16,18,16,16,17,17,2
3,4,4,8,10,11,12,15,13,14,16,17,19,16,18,18,19,16,18,18,15,2
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,15,17,15,15,16,14,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
1,1,1,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,2
2,3,3,3,3,3,4,4,3,8,8,16,8,9,17,17,9,17,17,8,16,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,14,10,14,17,15,15,15,17,15,15,16,14,2
2,3,3,3,3,3,4,4,3,8,8,16,8,9,17,20,9,19,20,8,19,2
1,1,1,9,9,1,13,7,14,16,17,19,7,19,20,21,21,20,21,20,20,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
1,3,3,3,3,12,4,4,15,17,18,18,20,18,19,19,20,18,19,19,18,1
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
1,3,3,3,3,3,3,4,3,3,3,20,15,20,21,2,3,21,22,21,21,1
3,2,4,6,6,6,6,8,6,14,16,14,21,21,22,18,19,22,23,22,22,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
2,3,4,6,11,6,6,8,6,6,10,10,17,9,15,15,9,14,15,7,14,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
2,2,4,6,6,6,6,8,6,6,10,10,22,22,15,15,22,15,15,23,23,2
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,15,17,15,15,16,14,2
2,2,4,6,6,6,6,8,6,14,10,14,17,15,15,15,17,15,15,16,14,2
3,4,7,8,10,11,12,14,13,15,15,17,21,16,5,18,23,22,24,24,24,2
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
3,4,7,8,6,13,14,8,16,14,16,14,21,23,5,18,23,22,24,22,22,2
3,4,2,8,10,11,12,14,13,18,12,17,21,16,5,4,23,22,24,5,24,2
3,4,2,8,10,11,12,14,13,18,12,17,21,16,5,18,23,22,24,22,24,2
3,4,6,8,10,11,12,14,13,15,15,17,18,16,18,18,18,16,18,17,15,2
1,1,1,7,4,4,1,2,8,1,11,13,13,24,23,13,15,1,1,11,10,1
1,1,1,7,4,4,15,16,8,19,19,21,23,25,24,22,24,23,25,25,25,1
3,4,7,8,10,11,12,14,13,15,20,17,21,16,18,18,23,24,18,24,15,2
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
1,1,1,7,1,4,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,7,10,11,17,12,19,21,23,25,25,14,16,25,26,15,13,1
1,1,1,1,1,1,7,1,17,20,1,1,1,1,1,23,21,13,14,26,11,1
1,1,1,7,4,4,1,2,8,1,11,13,13,24,26,11,15,1,1,11,10,1
1,1,3,7,4,4,1,2,8,1,11,13,13,24,26,11,15,26,27,11,10,1
2,2,2,5,5,5,5,6,5,10,13,12,5,13,11,10,2,9,28,13,9,2
2,3,3,5,7,5,9,6,10,10,13,12,12,13,3,10,2,9,28,13,9,1
2,2,2,5,5,5,5,6,5,5,13,4,5,13,8,10,10,9,7,13,26,2
1,1,1,7,4,4,1,2,8,1,11,13,13,24,26,11,15,1,1,11,10,1
2,6,2,10,5,14,16,17,18,21,21,22,24,26,27,24,25,27,29,27,27,1
1,1,1,1,1,7,10,2,8,12,9,18,20,18,19,14,16,18,30,15,13,1
1,1,3,7,4,4,3,2,8,13,11,3,13,27,26,25,15,26,31,28,28,1
2,3,3,3,3,3,4,4,11,3,14,3,10,13,3,2,26,9,32,13,2,2
2,2,8,3,5,5,17,6,10,5,13,4,25,13,28,10,27,9,33,13,26,2
2,3,3,3,3,3,4,10,10,10,13,12,12,13,11,10,2,9,28,13,9,2
1,1,9,11,8,15,18,16,19,17,9,18,20,28,23,22,24,28,34,29,29,1
3,2,2,5,5,5,5,6,5,5,13,11,5,12,8,10,10,8,7,30,26,2
2,3,3,3,3,3,4,10,10,10,13,12,12,13,11,10,2,9,28,13,26,2
2,3,3,3,12,16,17,18,20,22,22,23,12,29,29,26,28,29,35,31,30,2
1,5,2,12,5,14,19,6,20,23,23,24,26,30,29,27,29,30,35,32,31,1
4,2,8,5,5,17,5,6,10,24,24,25,22,22,30,28,30,31,36,33,32,2
3,2,2,5,5,5,5,6,10,5,25,25,27,31,30,29,31,32,37,34,33,2
1,1,10,13,13,7,10,11,21,12,19,21,23,25,25,14,16,25,25,25,13,1
2,3,8,12,12,16,19,18,20,22,23,24,26,30,29,27,29,30,38,31,30,2
3,2,2,5,5,5,5,6,10,5,13,11,5,12,8,10,32,8,39,30,26,2
5,2,8,13,5,5,5,6,10,5,25,25,25,32,31,30,33,33,40,35,26,2
1,3,8,13,5,7,10,11,10,24,25,26,25,25,31,31,33,33,40,35,26,2
1,1,1,7,4,4,1,2,8,1,11,13,13,24,23,13,15,1,1,11,10,1
3,2,2,5,14,5,20,6,16,5,5,11,28,33,30,32,31,34,8,5,24,2
1,1,1,1,1,1,21,7,14,16,26,27,7,34,32,33,34,35,41,36,34,1
1,1,8,12,12,7,10,18,20,12,23,24,26,30,29,14,16,30,38,15,13,1
1,1,1,1,1,7,10,19,22,20,19,28,23,25,33,14,16,25,14,15,13,1
3,4,2,8,10,11,12,14,13,5,12,11,5,33,34,9,23,22,8,5,24,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,23,8,8,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,12,8,9,23,8,8,9,7,2
3,2,2,5,5,5,5,6,5,5,12,11,5,35,8,9,10,22,7,37,35,2
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
2,7,3,3,3,3,4,4,3,9,27,9,30,9,35,6,6,2,20,2,19,2
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
3,2,4,6,6,6,6,8,6,14,10,14,22,15,15,35,17,15,15,16,14,2
2,3,3,3,3,3,4,4,3,8,8,9,8,7,17,17,9,17,17,8,16,2
2,3,3,3,3,3,4,4,3,8,3,16,8,7,17,17,36,36,42,39,28,1
1,1,3,7,4,4,1,2,4,17,18,30,20,18,35,8,36,37,19,39,28,1
3,4,6,8,10,11,12,14,13,15,15,15,18,36,16,16,18,38,16,17,17,2
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,7,4,4,1,2,8,19,9,31,29,37,36,19,20,20,21,40,36,1
2,3,3,3,3,3,4,4,3,17,18,30,20,7,37,19,36,36,42,39,28,1
1,1,1,7,4,4,13,11,23,17,17,29,31,19,20,22,37,39,43,40,37,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,3,7,4,4,1,2,8,17,9,18,20,18,19,19,20,18,19,39,28,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,10,14,9,10,7,7,24,26,28,32,7,14,14,36,38,40,44,41,38,1
1,1,1,1,9,7,10,11,21,12,19,21,23,25,25,31,16,25,26,12,39,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,7,4,4,13,2,22,25,29,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,7,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
1,1,1,1,1,1,13,1,22,25,17,29,29,19,20,34,35,20,21,38,36,1
3,4,6,8,10,11,12,14,13,15,15,15,28,17,16,16,18,38,16,17,17,2
3,5,6,14,15,18,22,20,25,27,30,33,32,38,38,37,39,41,45,42,40,1
3,5,6,14,15,18,22,20,25,27,30,33,32,38,38,37,39,41,45,42,40,1
3,2,2,5,5,5,5,6,5,5,13,11,5,12,8,10,11,42,9,30,26,2
1,1,1,1,1,8,1,12,1,1,1,1,1,39,12,11,14,1,1,1,12,1
1,1,1,1,1,1,13,21,1,19,31,34,33,40,39,23,21,20,46,43,20,1
1,1,1,1,1,1,11,11,1,19,31,34,34,41,19,38,40,18,46,44,41,1
1,1,1,1,1,1,1,2,1,1,31,18,20,18,19,38,40,18,46,45,42,1
1,3,3,7,4,4,1,2,8,17,18,30,20,18,19,19,20,18,19,19,28,1
2,3,3,3,3,3,4,4,3,3,3,3,10,9,7,7,41,2,47,46,43,2
1,3,3,3,3,12,4,4,15,17,18,18,20,18,19,19,20,17,19,19,18,1
3,2,4,6,6,6,6,8,6,14,16,14,21,21,22,18,17,43,23,22,22,2
1,1,1,7,1,4,1,2,8,19,9,34,34,41,19,22,20,18,42,44,42,1
1,1,3,7,4,4,1,2,8,17,9,18,20,18,19,19,20,18,19,19,28,1
1,1,1,7,1,4,1,2,8,12,9,18,20,18,19,22,20,18,19,44,42,1
1,1,1,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
1,1,1,7,4,4,1,2,8,19,9,18,20,18,19,22,20,18,19,44,42,1
1,1,1,1,1,1,1,11,1,19,9,18,20,18,19,23,16,44,30,44,42,1
1,3,3,7,4,4,1,2,8,17,18,18,20,18,19,19,20,45,48,47,28,1
2,3,3,3,3,3,4,4,3,3,3,3,8,7,7,7,3,46,17,48,43,1
1,1,1,15,4,12,23,11,8,12,9,35,35,25,40,39,42,47,19,49,39,1
2,3,3,3,3,3,4,4,3,3,3,3,8,7,7,2,3,2,2,3,2,1
1,1,1,1,1,7,10,19,17,12,17,19,33,19,41,14,16,44,14,15,42,1
2,3,3,3,3,3,4,4,3,3,3,3,8,7,7,7,36,46,17,8,43,1
2,3,3,3,3,3,4,4,3,8,8,16,8,9,17,2,2,2,20,2,19,2
1,1,3,7,4,4,23,2,8,17,9,18,20,18,19,19,20,18,19,19,43,1
2,3,3,3,3,3,4,4,3,8,8,3,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,35,17,15,23,18,22,2
3,4,6,8,10,11,12,14,13,15,15,15,28,17,16,16,18,38,16,17,17,2
2,3,3,3,3,3,4,4,3,17,3,3,8,7,17,40,43,46,31,48,43,1
1,3,3,3,3,4,3,4,11,17,11,30,13,27,26,25,20,48,19,28,43,1
2,3,3,3,3,3,4,4,11,3,3,3,10,13,42,2,3,2,49,50,44,2
2,3,3,3,3,3,4,4,3,3,3,3,8,7,17,17,3,17,17,8,43,1
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,15,17,15,15,16,14,2
1,5,8,9,9,10,7,7,24,26,28,32,36,14,14,41,38,40,44,41,38,1
1,1,1,1,1,1,13,1,17,25,17,29,29,19,20,34,35,20,46,45,41,1
2,2,4,6,6,6,6,8,6,6,10,10,17,42,15,15,44,15,15,16,14,2
1,1,1,1,1,1,13,2,1,25,9,18,20,18,19,38,40,18,46,44,41,1
1,1,1,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
1,1,1,7,4,4,1,2,8,19,9,18,20,18,19,19,20,18,19,19,18,1
3,4,4,6,6,6,24,8,6,14,16,14,19,15,18,18,19,16,23,18,22,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,2
3,4,6,8,10,11,12,14,13,15,15,15,18,17,16,16,18,38,16,17,17,2
2,3,3,3,3,12,4,4,15,8,18,18,20,11,37,19,20,37,50,19,45,1
3,4,7,8,10,11,12,14,13,18,15,17,18,16,18,18,18,16,18,18,15,2
1,1,1,1,1,1,13,1,22,25,17,19,33,19,20,23,21,20,46,20,20,1
2,3,4,6,6,6,6,8,6,6,10,10,17,15,15,15,17,15,15,16,14,2
1,1,1,14,9,19,7,7,24,26,28,32,36,6,14,36,38,40,44,41,38,1
1,3,3,7,4,4,23,16,8,17,18,18,20,18,37,19,20,37,50,19,45,1
2,3,3,3,3,3,4,4,3,17,18,16,8,7,17,17,36,17,50,8,45,1
2,3,4,3,3,3,25,9,3,6,10,10,12,9,43,15,44,14,51,51,46,2
2,3,4,3,3,3,25,9,3,6,2,16,8,9,43,2,41,2,2,2,2,2
3,4,6,8,10,11,12,14,25,15,15,15,18,17,16,16,18,38,16,17,17,2
2,3,3,3,3,3,4,9,3,8,8,16,8,7,17,17,9,17,52,8,47,2
2,3,3,3,3,12,4,4,4,8,18,16,8,7,17,17,36,17,17,8,16,1
1,1,1,1,1,10,21,7,17,16,17,19,33,43,41,14,16,44,14,15,13,1
3,4,4,8,10,11,12,14,13,18,15,17,19,16,18,18,18,16,18,18,15,2
3,4,6,8,10,11,12,14,13,15,15,15,18,17,16,16,18,38,16,17,17,2
4,5,11,14,15,18,22,20,25,27,30,33,32,38,38,37,39,41,45,42,40,1
3,4,6,14,15,18,22,20,25,27,30,33,32,38,38,37,39,41,45,42,40,2
3,2,4,6,6,6,6,8,6,14,16,14,17,15,18,18,19,16,23,18,22,2
3,5,6,14,15,18,22,20,25,27,30,33,32,38,38,37,39,41,45,42,40,1
3,4,6,14,15,18,22,20,25,27,30,33,32,38,38,37,39,38,45,42,40,2
2,2,4,6,6,6,6,8,6,6,10,14,17,15,15,15,17,15,15,16,14,2
2,3,4,6,6,2,8,8,2,6,10,10,17,15,15,15,17,15,15,16,14,2
3,4,2,5,5,5,5,6,5,5,12,11,37,5,44,32,23,22,24,5,35,2
1,1,1,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
1,1,1,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
2,3,4,3,3,3,8,9,3,6,32,10,38,42,15,15,44,14,52,7,14,2
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,52,8,47,2
1,1,3,7,4,4,1,2,8,1,9,18,20,18,19,19,20,18,19,19,18,1
2,3,3,3,3,3,4,4,3,8,8,16,8,7,17,17,9,17,17,8,16,1
2,2,4,6,6,6,6,8,6,14,16,14,17,15,15,18,17,15,23,18,22,2
2,3,4,6,6,6,6,8,6,6,32,10,17,42,15,15,44,14,52,16,14,2
3,4,4,6,10,11,12,14,13,14,16,17,19,16,18,18,19,16,18,18,15,2
2,3,4,6,6,6,6,8,6,6,10,10,17,42,15,15,44,14,52,16,14,2
2,3,4,6,6,6,6,8,6,6,10,10,17,42,15,15,44,14,52,16,14,2
3,4,6,8,10,11,12,14,13,15,15,15,18,17,16,16,18,38,16,17,17,2
3,4,6,8,10,11,12,14,13,15,15,15,18,16,16,16,18,16,16,17,15,2
3,4,6,8,10,11,12,14,13,15,15,15,28,33,5,4,5,4,4,24,24,2
2,3,3,3,3,3,4,4,3,3,3,36,10,9,42,42,45,49,53,52,48,2
2,3,3,3,3,3,4,4,3,3,3,3,10,44,42,42,45,50,53,21,48,2
1,1,1,7,4,4,1,2,8,17,9,18,20,18,19,19,20,18,19,19,18,1
2,3,3,3,3,3,4,4,3,3,3,16,10,9,42,42,45,49,53,52,48,2
2,2,2,2,5,5,2,5,26,28,24,4,39,4,4,3,4,3,3,23,3,2
1,1,1,1,1,1,13,1,22,25,17,19,33,19,20,21,21,20,43,20,20,1
1,1,1,7,4,4,1,2,8,29,9,37,15,45,19,19,20,18,19,39,18,1
2,2,3,3,11,3,17,5,12,3,4,3,10,9,42,42,45,49,53,52,48,2
3,4,7,8,10,11,12,14,13,15,5,5,28,33,5,4,5,4,4,5,24,2
2,3,3,3,3,3,4,4,3,8,3,3,3,7,17,17,36,36,50,39,49,1
2,2,12,12,5,14,2,5,26,4,4,38,39,46,42,3,46,49,54,52,3,2
2,3,3,3,3,3,4,4,3,3,3,3,8,7,42,42,45,49,53,53,48,1
2,3,3,3,3,3,26,4,3,2,3,16,10,9,42,42,45,49,53,52,48,2
2,3,3,3,3,3,4,4,3,3,3,16,10,9,42,42,45,49,53,52,48,2
1,1,1,7,4,4,1,2,8,17,9,18,20,18,19,19,20,18,19,39,18,1
1,3,3,3,3,12,4,4,3,17,9,18,20,18,19,19,20,18,19,19,18,1
2,3,3,3,3,3,4,4,3,8,3,16,8,7,17,17,47,36,17,39,49,1
2,3,3,3,3,3,8,22,3,3,3,10,10,9,42,42,45,50,53,52,48,2
2,3,3,3,3,3,4,4,3,3,3,3,10,9,42,42,45,49,53,52,48,2
2,3,3,3,3,3,4,4,3,17,3,16,8,7,17,17,36,36,50,39,49,1
1,1,1,7,4,4,1,2,8,17,9,18,20,18,19,22,20,18,42,39,37,1
3,2,2,6,5,20,6,23,5,28,24,14,22,4,5,4,5,4,4,23,4,2
2,3,4,6,11,6,6,8,6,6,10,10,17,9,42,42,46,49,53,52,50,2
2,2,2,6,5,6,6,8,6,28,10,14,22,15,4,43,48,15,3,23,4,2
2,3,3,3,3,3,4,4,3,3,3,3,10,44,42,42,45,50,55,21,48,1
3,4,2,5,5,5,27,23,5,28,24,14,22,4,5,4,5,4,4,54,4,2
2,3,3,3,3,3,4,4,3,3,3,3,15,44,42,42,45,50,48,21,48,1
2,2,2,5,5,5,2,5,26,4,33,4,40,4,4,3,4,3,3,23,51,2
2,3,3,3,3,3,4,4,3,3,3,3,10,44,42,42,45,50,48,21,48,1
2,3,3,3,3,3,4,4,3,3,3,3,10,9,42,42,45,50,53,21,48,2
3,4,7,8,10,11,12,14,13,30,5,17,21,33,5,4,5,4,4,5,24,2
3,4,7,8,10,11,12,24,16,28,5,17,21,33,5,4,5,4,4,24,24,2
2,2,2,6,6,6,6,25,16,28,10,4,22,4,4,3,4,4,4,23,4,2
3,4,2,8,10,11,12,14,13,30,12,5,5,33,5,4,5,4,4,5,24,2
3,4,7,5,5,5,5,6,5,30,12,11,5,33,5,4,5,4,4,5,24,2
2,3,3,3,3,3,4,4,3,3,3,3,10,44,42,42,45,50,55,21,48,1
2,3,3,3,3,3,4,4,3,3,3,3,3,44,42,42,45,50,48,21,48,1
